District,Municipality,Parish,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Number of Classic Buildings,Classic buildings with 1 or 2 accommodations,Classic buildings with 3 or more accommodations,Exclusively residential buildings,Buildings with 1 or 2 floors,Buildings with 3 or more floors,Buildings constructed before 1945,Buildings constructed between 1946 and 1980,Buildings constructed between 1981 and 2000,Buildings constructed between 2001 and 2010,Buildings constructed between 2011 and 2021,Buildings needing repairs,Total number of accommodations,Number of family accommodations,Classic family accommodations for habitual residence,Classic family accommodations vacant or for secondary residence,Habitual family accommodations accessible to wheelchairs,Habitual family accommodations with parking,Habitual family accommodations owned by occupants,Habitual family accommodations that are rented,Private household groups,Private household groups with 1 or 2 people,Private household groups with 3 or more people,Number of family units,Family units with children,Total number of individuals,Male individuals,Female individuals,Individuals aged between 0 and 14 years,Individuals aged between 15 and 24 years,Individuals aged between 25 and 64 years,Individuals aged 65 years or more,geom_Length,geom_Area
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,33,233,6050800233,9,9,0,9,9,0,0,3,2,4,0,2,12,12,12,0,3,3,9,1,12,5,7,9,6,32,18,14,6,3,17,6,212.9539419,2178.406845
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,35,235,6050800235,22,22,0,22,22,0,0,1,11,10,0,2,22,22,20,2,12,19,17,1,20,7,13,23,12,69,36,33,8,9,37,15,830.8784404,33771.17179
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,36,236,6050800236,15,15,0,15,15,0,0,7,2,6,0,2,16,16,11,5,4,0,10,0,11,5,6,10,6,33,13,20,8,4,15,6,281.8653743,4100.73056
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,28,128,6050800128,38,38,0,38,38,0,1,15,16,5,1,22,38,38,29,9,21,23,28,1,29,17,12,22,8,70,35,35,10,5,28,27,2407.651415,220021.0812
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,37,237,6050800237,34,33,1,34,33,1,0,3,11,16,4,6,41,41,32,9,15,27,31,1,32,10,22,36,21,110,56,54,18,16,61,15,968.8555549,25822.48828
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,38,238,6050800238,18,18,0,18,18,0,1,10,4,3,0,10,21,21,14,7,4,5,6,6,14,5,9,12,7,41,21,20,10,6,22,3,322.6369189,6495.807661
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,39,239,6050800239,9,9,0,9,9,0,0,4,4,1,0,2,10,10,7,3,2,1,6,1,7,3,4,5,5,22,11,11,6,5,9,2,218.4086413,2622.441115
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,40,240,6050800240,10,10,0,10,10,0,0,6,4,0,0,4,10,10,7,3,0,2,6,0,7,4,3,4,2,16,8,8,0,2,9,5,243.308968,3554.353319
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,41,241,6050800241,6,6,0,6,6,0,1,5,0,0,0,6,6,6,5,1,4,1,4,0,5,4,1,4,0,10,5,5,0,1,4,5,4444.851509,905978.4165
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,6,206,6050800206,21,21,0,21,21,0,0,9,8,4,0,4,21,21,18,3,15,18,16,1,18,8,10,16,9,56,26,30,10,7,31,8,1570.574334,139114.6349
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,7,207,6050800207,32,32,0,32,32,0,1,19,10,2,0,9,32,32,19,13,13,16,17,1,19,13,6,19,5,45,21,24,3,2,18,22,1251.333133,85840.96522
Coimbra,Soure,Vinha da Rainha,615,61508,61508001,1,51,151,6150800151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5681.564362,1095912.313
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,5,205,6050800205,25,25,0,25,24,1,1,12,7,4,1,8,25,25,22,3,12,21,19,2,22,12,10,21,8,56,29,27,6,4,35,11,1423.012388,83608.16198
Coimbra,Pombal,Louriçal,605,60523,60523001,1,1,101,6052300101,8,8,0,8,8,0,0,3,3,2,0,3,8,8,6,2,3,4,6,0,6,2,4,7,4,18,10,8,2,4,6,6,5335.848479,550747.9577
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,25,125,6050200125,88,88,0,88,87,1,23,34,24,6,1,33,92,92,65,27,35,56,62,2,65,43,22,51,20,151,76,75,13,19,67,52,3342.783735,557341.6585
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,31,431,6052200431,18,17,1,18,17,1,0,9,8,1,0,3,22,22,17,5,6,13,12,4,17,10,7,11,7,40,20,20,9,5,22,4,581.0464503,13736.7385
Coimbra,Pombal,Carriço,605,60508,60508002,2,26,226,6050800226,10,10,0,10,10,0,0,8,0,1,1,5,10,10,7,3,2,6,3,3,7,4,3,5,3,20,9,11,6,2,9,3,8627.873188,2656664.013
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,27,227,6050800227,10,10,0,10,10,0,0,4,5,1,0,4,10,10,7,3,5,6,4,2,7,3,4,5,2,18,13,5,1,3,13,1,2965.088184,311499.1846
Coimbra,Pombal,Louriçal,605,60523,60523001,1,3,103,6052300103,36,36,0,36,34,2,7,10,11,7,1,16,36,36,22,14,14,18,21,0,22,11,11,20,9,58,31,27,8,8,26,16,4672.991488,1121470.718
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,4,104,6052300104,25,25,0,25,25,0,6,7,9,3,0,14,26,26,15,11,8,15,15,0,15,5,10,15,6,48,25,23,8,3,29,8,1363.127958,72492.52871
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,10,210,6050800210,16,16,0,16,16,0,3,7,4,2,0,4,16,16,14,2,10,14,14,0,14,10,4,13,4,41,24,17,3,4,19,15,1181.303571,80030.4318
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,12,212,6050800212,33,33,0,33,33,0,0,21,10,1,1,13,33,33,27,6,17,24,22,5,27,11,16,23,13,75,34,41,12,8,42,13,1878.336581,204311.795
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,13,213,6050800213,9,9,0,9,9,0,0,2,6,0,1,3,9,9,6,3,2,6,5,0,6,2,4,6,4,17,8,9,1,4,7,5,534.7551364,19332.0859
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,5,105,6052300105,4,4,0,4,4,0,0,1,2,1,0,1,4,4,1,3,0,1,1,0,1,0,1,1,1,5,3,2,0,3,2,0,1568.853992,128434.5787
Coimbra,Figueira da Foz,Paião,605,60522,60522001,1,3,103,6052200103,34,34,0,34,33,1,1,14,13,5,1,10,34,34,27,7,16,23,21,4,27,15,12,20,9,67,32,35,12,3,33,19,1993.922428,197074.6275
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,27,127,6052300127,11,11,0,11,11,0,2,2,6,1,0,5,12,12,7,5,3,5,6,0,7,5,2,5,1,17,10,7,1,1,8,7,3641.355637,400522.6245
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,48,248,6050800248,3,3,0,3,3,0,0,3,0,0,0,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306.730655,204989.7401
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,28,128,6052300128,7,6,0,7,7,0,0,3,3,1,0,2,7,6,4,2,3,3,4,0,4,3,1,5,0,46,20,26,0,0,9,37,867.9280173,29532.28411
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,18,118,6052300118,20,20,0,20,20,0,1,10,7,0,2,9,20,20,18,2,13,15,16,0,18,16,2,10,2,31,13,18,2,2,9,18,3820.556174,635920.61
Coimbra,Figueira da Foz,Marinha das Ondas,605,60523,60523001,1,19,119,6052300119,10,10,0,10,10,0,1,2,4,3,0,3,10,10,8,2,5,8,8,0,8,4,4,9,4,22,10,12,1,4,11,6,6459.997034,2447242.886
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,44,144,6052300144,23,23,0,23,22,1,6,12,3,2,0,15,23,23,12,11,6,10,12,0,12,7,5,8,3,27,16,11,2,3,10,12,5301.043211,351393.2321
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,8,208,6052300208,17,17,0,17,17,0,0,2,13,2,0,11,17,17,14,3,9,13,14,0,14,8,6,13,5,36,18,18,4,3,21,8,668.6352787,23167.84536
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,13,113,6052200113,9,9,0,9,9,0,4,3,0,2,0,5,9,9,7,2,4,5,4,2,7,5,2,4,2,17,8,9,6,1,5,5,480.8639491,14612.88319
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,9,209,6052300209,54,53,1,54,51,3,11,17,17,8,1,33,61,61,40,21,21,33,35,4,40,23,17,34,14,100,52,48,12,10,51,27,4184.780724,859583.3134
Coimbra,Soure,Vinha da Rainha,605,60523,60523001,1,45,145,6052300145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4145.945774,659670.581
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,46,146,6052300146,15,15,0,15,15,0,5,4,4,2,0,8,15,15,8,7,7,7,8,0,8,3,5,8,2,22,8,14,0,2,15,5,2095.536969,219335.325
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,47,147,6052300147,21,21,0,21,21,0,6,12,1,2,0,11,21,21,14,7,8,12,14,0,14,9,5,12,3,34,16,18,2,2,11,19,2187.291296,240985.7259
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,14,114,6052200114,13,13,0,13,13,0,0,5,8,0,0,8,13,13,7,6,3,6,6,1,7,5,2,6,1,17,7,10,3,0,9,5,680.9458926,24839.81452
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,10,210,6052300210,23,22,1,23,23,0,5,11,5,1,1,17,25,25,17,8,12,13,14,2,17,8,9,14,6,44,23,21,8,2,20,14,861.2219723,35567.47141
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,17,417,6052200417,3,3,0,3,3,0,1,1,1,0,0,1,3,3,3,0,2,2,2,0,3,2,1,2,1,6,2,4,1,1,2,2,169.832672,1632.226176
Coimbra,Figueira da Foz,Paião,605,60502,60502001,1,23,123,6050200123,68,68,0,68,68,0,25,26,11,6,0,17,71,71,41,30,21,32,38,0,41,30,11,27,8,88,42,46,5,7,40,36,3494.77082,526626.1323
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,19,419,6052200419,8,7,1,8,8,0,2,2,3,1,0,2,11,11,7,4,0,4,7,0,7,6,1,6,1,15,7,8,1,0,10,4,312.1314356,5854.705309
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,29,129,6052300129,3,3,0,3,3,0,0,2,0,1,0,2,3,3,3,0,1,3,2,0,3,2,1,3,1,7,3,4,1,0,3,3,2100.29233,180412.6409
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,30,130,6052300130,20,20,0,20,20,0,2,7,7,4,0,7,22,22,14,8,7,11,13,0,14,8,6,13,4,36,17,19,3,2,19,12,1458.873439,114129.4287
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,49,249,6050800249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864.729451,1243820.274
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,15,115,6052200115,22,22,0,22,22,0,3,9,8,2,0,10,22,22,13,9,7,13,12,0,13,10,3,10,2,26,13,13,1,1,15,9,1036.487195,58172.79891
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,11,211,6052300211,15,15,0,15,15,0,1,6,7,1,0,11,15,15,10,5,8,8,9,0,10,7,3,7,3,22,8,14,3,0,11,8,603.6414836,15981.12507
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,12,212,6052300212,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,4,1,3,1,1,2,0,2260.50095,314966.8564
Coimbra,Figueira da Foz,Marinha das Ondas,605,60522,60522004,4,4,404,6052200404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12719.09145,7623473.379
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,5,405,6052200405,19,18,1,19,19,0,0,14,0,5,0,5,22,22,11,11,4,10,9,0,11,8,3,9,2,27,13,14,2,2,12,11,592.0161179,18395.30384
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,31,231,6052300231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4455.121221,1011534.452
Coimbra,Figueira da Foz,Lavos,605,60522,60522002,2,7,207,6052200207,30,30,0,30,30,0,2,13,13,1,1,0,30,30,21,9,10,18,20,1,21,13,8,18,4,50,21,29,3,2,23,22,5442.443725,1655629.913
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,22,122,6050200122,4,4,0,4,4,0,0,1,1,2,0,0,4,4,4,0,3,4,3,0,4,3,1,3,1,8,4,4,0,2,6,0,3792.625055,715755.8653
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,9,409,6052200409,15,15,0,15,14,1,2,12,1,0,0,6,16,16,8,8,0,3,5,3,8,5,3,3,2,14,7,7,0,2,9,3,302.775471,5275.261285
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,11,411,6052200411,4,4,0,4,4,0,1,1,1,1,0,0,4,4,4,0,0,2,4,0,4,2,2,2,2,10,5,5,2,1,5,2,148.2430334,1345.578786
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,15,415,6052200415,5,5,0,5,5,0,0,4,1,0,0,1,5,5,2,3,1,1,1,0,2,2,0,2,0,4,2,2,0,0,1,3,209.4439899,1708.85657
Coimbra,Pombal,Carriço,605,60508,60508001,1,13,113,6050800113,12,12,0,12,12,0,3,6,3,0,0,10,12,12,6,6,6,6,6,0,6,3,3,4,0,14,8,6,0,0,7,7,2491.8178,283086.6389
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,14,114,6050800114,11,11,0,11,11,0,1,5,3,2,0,6,11,11,7,4,6,6,7,0,7,4,3,6,3,19,10,9,4,1,10,4,1471.151714,81000.46009
Coimbra,Pombal,Carriço,605,60508,60508001,1,15,115,6050800115,7,7,0,7,7,0,0,7,0,0,0,7,8,8,3,5,1,3,2,0,3,2,1,3,1,7,2,5,0,2,1,4,1257.241829,49264.24457
Coimbra,Pombal,Louriçal,605,60508,60508001,1,16,116,6050800116,38,38,0,38,38,0,9,18,8,2,1,18,39,39,25,14,19,19,24,1,25,15,10,18,6,56,26,30,6,2,28,20,2734.458679,361143.6568
Coimbra,Pombal,Louriçal,605,60508,60508001,1,17,117,6050800117,13,13,0,13,13,0,4,5,4,0,0,7,13,13,6,7,5,5,5,0,6,5,1,4,1,11,5,6,1,0,5,5,1595.518953,126648.5532
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,18,118,6050800118,32,32,0,32,32,0,1,13,12,4,2,21,35,35,25,10,14,18,19,5,25,13,12,24,9,71,38,33,9,4,42,16,1929.054635,153787.8322
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,12,112,6052300112,13,13,0,13,13,0,3,6,3,1,0,6,13,13,7,6,5,5,7,0,7,4,3,8,3,24,12,12,5,2,8,9,3223.432311,325566.1731
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,23,223,6050800223,33,33,0,33,33,0,2,12,16,3,0,11,33,33,21,12,14,20,19,0,21,13,8,17,6,53,28,25,6,3,29,15,5053.377575,1238224.885
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,13,113,6052300113,9,9,0,9,9,0,1,2,3,1,2,5,9,9,6,3,3,6,5,0,6,1,5,7,5,23,10,13,8,1,10,4,885.3821587,41104.52358
Coimbra,Soure,Vinha da Rainha,605,60523,60523001,1,14,114,6052300114,19,19,0,19,19,0,3,11,4,1,0,9,19,19,12,7,7,11,12,0,12,9,3,8,3,26,12,14,2,3,8,13,3393.186565,599389.0378
Coimbra,Figueira da Foz,Marinha das Ondas,605,60522,60522001,1,1,101,6052200101,10,10,0,10,10,0,1,6,2,1,0,7,10,10,5,5,2,4,5,0,5,3,2,4,1,12,6,6,2,0,6,4,2383.836647,257772.7933
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,29,229,6050800229,11,10,1,11,11,0,0,1,8,2,0,3,16,16,13,3,5,4,10,3,13,3,10,14,9,46,26,20,11,6,25,4,318.9200687,6313.269874
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,20,420,6052200420,67,67,0,67,64,3,7,20,29,11,0,10,75,75,48,27,21,47,45,1,48,24,24,42,21,128,59,69,12,15,71,30,5156.492859,1379872.401
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,21,421,6052200421,8,8,0,8,8,0,1,6,1,0,0,3,9,9,6,3,2,3,3,0,6,3,3,4,2,15,8,7,1,2,7,5,174.6173899,1345.454021
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,50,250,6050800250,12,11,1,12,11,1,1,4,6,0,1,3,14,14,8,6,4,5,7,0,8,4,4,7,3,20,10,10,1,2,11,6,1595.207878,56799.17476
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,31,131,6052300131,61,59,1,61,60,1,15,20,17,8,1,18,64,63,43,20,24,38,33,7,43,26,17,34,15,136,59,77,8,14,51,63,2024.119382,266706.3362
Coimbra,Pombal,Louriçal,605,60523,60523001,1,2,102,6052300102,20,20,0,20,20,0,4,10,5,1,0,15,20,20,12,8,7,6,11,0,12,10,2,7,1,22,14,8,1,0,8,13,3814.855063,725265.9923
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,8,208,6050800208,11,11,0,11,11,0,0,6,3,0,2,3,11,11,8,3,5,7,8,0,8,5,3,7,3,18,6,12,2,1,9,6,1270.816477,86271.32198
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,34,134,6050800134,27,27,0,27,27,0,0,13,10,2,2,15,27,27,21,6,13,17,19,1,21,13,8,15,7,49,25,24,7,5,24,13,2732.902096,348256.4293
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,9,209,6050800209,8,8,0,8,8,0,3,3,2,0,0,3,8,8,3,5,1,3,2,0,3,2,1,3,0,7,4,3,0,0,2,5,1076.39028,45112.56955
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,45,245,6050800245,11,11,0,11,11,0,2,6,2,1,0,5,12,12,9,3,5,1,4,4,9,5,4,8,3,24,10,14,1,4,14,5,221.7167643,2772.130013
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,24,124,6052300124,8,8,0,8,8,0,1,3,3,1,0,3,8,8,5,3,2,2,5,0,5,3,2,4,1,11,7,4,0,1,5,5,1618.460778,146499.7775
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,25,125,6052300125,17,17,0,17,17,0,4,6,6,1,0,12,17,17,10,7,7,6,10,0,10,5,5,9,3,27,13,14,4,2,10,11,1772.749393,176541.4637
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,26,126,6052300126,15,15,0,15,15,0,11,2,2,0,0,10,15,15,8,7,6,7,6,1,8,4,4,6,4,19,12,7,1,5,9,4,803.37338,22988.67666
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,47,247,6050800247,23,23,0,23,22,1,0,13,6,4,0,2,26,26,19,7,9,9,19,0,19,9,10,18,7,53,25,28,3,7,26,17,1199.482415,65181.81345
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,2,102,6052200102,11,11,0,11,10,1,0,3,7,1,0,5,11,11,8,3,6,7,7,0,8,4,4,7,4,24,10,14,3,4,13,4,1521.567829,131920.4472
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,20,120,6052200120,5,5,0,5,5,0,0,2,2,1,0,0,5,5,4,1,2,3,4,0,4,2,2,2,1,9,5,4,0,1,4,4,903.6853707,43718.294
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,21,121,6052200121,26,25,0,26,26,0,0,11,8,7,0,10,27,26,19,7,9,18,16,1,19,12,7,15,5,72,33,39,4,4,24,40,1378.524168,66841.23936
Coimbra,Figueira da Foz,Paião,605,60502,60502001,1,1,101,6050200101,12,12,0,12,12,0,2,7,2,1,0,0,13,13,11,2,5,10,9,1,11,6,5,9,4,27,12,15,3,4,15,5,1981.803613,145573.9881
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,23,223,6052300223,14,13,1,14,14,0,0,8,4,2,0,13,17,17,12,5,10,12,12,0,12,6,6,11,4,31,15,16,3,4,15,9,3469.345837,527961.894
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,24,224,6052300224,5,5,0,5,5,0,0,0,3,2,0,5,5,5,5,0,4,5,5,0,5,4,1,3,2,10,5,5,1,2,6,1,3453.423462,556927.7909
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,42,242,6050800242,16,15,1,16,15,1,1,6,8,1,0,5,19,19,11,8,2,6,9,1,11,6,5,9,4,31,12,19,3,3,13,12,314.6491628,4278.390633
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,22,122,6052300122,28,28,0,28,28,0,6,11,9,1,1,8,29,29,24,4,16,23,21,2,25,16,9,21,6,57,29,28,2,6,25,24,2116.14477,266830.829
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,23,123,6052300123,11,11,0,11,11,0,3,4,4,0,0,5,11,11,8,3,2,8,6,0,8,3,5,11,4,29,12,17,2,4,16,7,4416.905066,868708.12
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,43,243,6050800243,12,12,0,12,12,0,2,8,2,0,0,4,12,12,10,2,5,6,10,0,10,4,6,11,3,33,19,14,1,5,15,12,248.4846284,2580.838151
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,44,244,6050800244,6,5,1,6,5,1,1,4,1,0,0,4,8,8,4,4,0,3,2,1,4,3,1,3,1,10,4,6,2,0,5,3,245.4725602,2657.250241
Coimbra,Soure,Vinha da Rainha,605,60502,60502001,1,2,102,6050200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3941.739043,645491.7939
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,22,122,6052200122,27,25,1,27,27,0,1,4,15,7,0,14,32,31,21,10,11,20,18,0,21,9,12,17,11,90,34,56,9,8,33,40,1812.306403,147447.756
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,19,119,6050800119,37,36,1,37,37,0,7,17,5,6,2,29,47,47,32,12,14,23,19,12,35,17,18,29,16,103,52,51,22,6,56,19,1256.057381,74508.86505
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,20,120,6050800120,24,22,2,24,23,1,3,8,7,4,2,14,47,47,40,7,22,31,16,23,40,23,17,22,9,100,66,34,12,8,67,13,2406.898142,244877.8704
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,21,121,6050800121,14,14,0,14,12,2,1,4,5,4,0,6,14,14,11,3,6,11,11,0,11,4,7,8,5,28,13,15,2,4,18,4,2234.258141,222677.0151
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,22,122,6050800122,15,14,0,15,14,1,1,9,5,0,0,9,16,15,9,6,6,9,5,4,9,6,3,8,4,49,19,30,3,2,9,35,1025.902827,50732.63403
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,15,115,6050200115,22,22,0,22,22,0,1,9,7,5,0,2,22,22,17,5,9,15,16,0,17,8,9,12,8,42,23,19,6,5,21,10,2551.886184,290627.7068
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,16,116,6050200116,21,21,0,21,21,0,0,12,7,2,0,2,23,23,17,6,11,13,14,0,17,13,4,12,3,35,20,15,2,3,18,12,1911.238885,135532.9841
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,17,117,6050200117,12,12,0,12,12,0,1,5,5,1,0,3,13,13,11,2,8,10,11,0,11,6,5,9,4,28,15,13,1,4,19,4,883.8072696,38110.19386
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,18,118,6050200118,27,27,0,27,27,0,2,13,10,2,0,4,29,29,24,5,14,16,23,0,24,16,8,19,6,56,25,31,6,4,30,16,1846.10086,137487.4243
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,30,230,6052300230,32,32,0,32,29,3,8,18,5,1,0,21,34,34,26,8,8,22,23,0,26,15,11,24,6,67,33,34,4,5,33,25,4923.291471,894090.2845
Coimbra,Figueira da Foz,Lavos,605,60522,60522002,2,3,203,6052200203,45,45,0,45,45,0,3,18,21,2,1,4,46,46,35,11,20,32,32,1,35,24,11,23,7,73,33,40,4,5,39,25,1458.205023,115627.1231
Coimbra,Figueira da Foz,Lavos,605,60522,60522004,4,1,401,6052200401,19,19,0,19,19,0,0,3,8,8,0,6,19,19,13,6,2,13,12,0,13,7,6,13,5,35,20,15,2,5,21,7,523.3757749,8410.366689
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,19,119,6050200119,5,5,0,5,5,0,1,3,1,0,0,3,5,5,3,2,1,1,2,1,3,1,2,2,2,8,3,5,1,3,3,1,3007.049127,219653.4416
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,28,128,6052200128,56,56,0,56,56,0,8,27,20,1,0,40,57,57,38,19,17,29,32,4,38,24,14,33,12,98,47,51,12,7,43,36,2520.469117,315680.2069
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,20,120,6050200120,4,4,0,4,4,0,0,0,0,4,0,0,4,4,4,0,3,4,4,0,4,0,4,4,4,16,9,7,3,6,7,0,1465.810551,63796.30061
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,21,121,6050200121,10,10,0,10,10,0,1,3,2,4,0,2,10,10,9,1,7,9,9,0,9,2,7,9,5,28,16,12,6,2,18,2,1500.494084,104614.1763
Coimbra,Figueira da Foz,Lavos,605,60522,60522002,2,4,204,6052200204,34,34,0,34,34,0,16,9,8,1,0,11,35,35,22,13,8,16,15,4,22,13,9,18,9,50,26,24,6,5,18,21,969.7071229,48959.35327
Coimbra,Pombal,Louriçal,605,60508,60508001,1,1,101,6050800101,8,8,0,8,8,0,2,4,1,0,1,3,8,8,6,2,5,5,6,0,6,5,1,5,1,13,6,7,2,0,3,8,2093.981998,237854.6659
Coimbra,Pombal,Louriçal,605,60508,60508001,1,2,102,6050800102,5,5,0,5,5,0,0,5,0,0,0,2,5,5,2,3,1,2,2,0,2,1,1,3,1,8,4,4,2,0,4,2,715.0923343,22032.31262
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,3,103,6050800103,17,17,0,17,17,0,2,9,4,2,0,4,17,17,11,6,7,11,10,0,11,8,3,9,2,24,14,10,0,2,13,9,728.8372831,26722.52391
Coimbra,Pombal,Louriçal,605,60508,60508001,1,5,105,6050800105,26,26,0,26,26,0,5,12,4,4,1,7,27,27,15,12,8,14,15,0,15,5,10,14,7,45,24,21,8,3,25,9,2418.541559,300689.3422
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,26,126,6050800126,48,45,3,47,47,1,6,26,14,2,0,40,69,69,53,16,23,35,22,30,53,28,25,41,15,146,81,65,15,15,92,24,2479.518123,346136.9325
